seq,input,final_url,status,error,screenshot_path
e7f80291-a846-4c0c-8681-c074fcd9ee6a,http://81.71.72.98:3000/,http://81.71.72.98:3000/,success,,C:\Users\Administrator\VScode\AssetMap\screenshots\e7f80291-a846-4c0c-8_深圳地铁大亨_http___81.71.72.98_3000_.png
